01/01/2016,Dia do Município,MUNICIPAL,"Dia do Municipio de Lindóia do Sul, segundo decreto 55/1990",SC,4209854
05/01/2016,Aniversário de Sanclerlândia,MUNICIPAL,"Feriado municipal que celebra a emancipação política e administrativa do município de Sanclerlândia. O município foi criado pela Lei Estadual nº 4.897, de 13 de novembro de 1963, e formalmente instalado em 1º de janeiro de 1964. Contudo, a legislação municipal e a tradição cívica local consolidaram o dia 05 de janeiro como a data oficial para as comemorações do aniversário da cidade, sendo feriado instituído para celebrar a autonomia da municipalidade.",GO,5219001
06/01/2016,Aniversário de Alegre,MUNICIPAL,"Feriado municipal comemorativo ao aniversário de fundação do município de Alegre, ocorrido em 06 de janeiro de 1891.",ES,3200201
06/01/2016,Aniversário de Angra dos Reis,MUNICIPAL,"Feriado municipal em celebração ao aniversário da cidade de Angra dos Reis, fundada em 06 de janeiro de 1502. É um dos feriados cívicos mais antigos e importantes da região Costa Verde, regido pela Lei Municipal nº 260/1960.",RJ,3300100
06/01/2016,Aniversário de Morro Agudo,MUNICIPAL,"Feriado municipal que comemora o aniversário de emancipação e fundação do município de Morro Agudo, ocorrida em 06 de janeiro de 1895, conforme estabelecido na Lei Orgânica e legislação municipal correlata.",SP,3531902
06/01/2016,Dia de Reis,MUNICIPAL,"Feriado religioso dedicado aos Santos Reis Magos, marco tradicional no calendário de eventos do município de Cipó.",BA,2907905
06/01/2016,Dia de Reis,MUNICIPAL,"Feriado municipal instituído em virtude das celebrações religiosas e culturais da Epifania (Dia de Reis), de grande relevância para a comunidade local.",BA,2910750
06/01/2016,Dia de Reis,MUNICIPAL,"Feriado municipal que celebra a tradição religiosa da Epifania, marcando o encerramento do ciclo natalino no município de Itapuranga.",GO,5211206
06/01/2016,Dia de Reis,MUNICIPAL,Feriado municipal em Alenquer destinado às comemorações da Epifania do Senhor e tradições dos Reis Magos.,PA,1500404
06/01/2016,Dia de Reis,MUNICIPAL,"Feriado municipal estabelecido pela Lei Municipal nº 113/1973, consagrado à celebração dos Santos Reis Magos e à tradicional festividade religiosa que movimenta a cultura local.",PB,2501500
06/01/2016,Dia de Reis,MUNICIPAL,"Feriado municipal amparado pela Lei Municipal nº 260/1997, celebrando a tradicional Festa de Reis, marco cultural e religioso de extrema importância para a comunidade de Caiçara.",PB,2503605
06/01/2016,Dia de Reis,MUNICIPAL,"Feriado religioso municipal dedicado aos Santos Reis, conforme o calendário oficial de feriados do município de Queimadas.",PB,2512507
06/01/2016,Dia de Reis,MUNICIPAL,"Feriado municipal dedicado às festividades religiosas da Epifania do Senhor, em honra aos Santos Reis, conforme costume consolidado no calendário oficial do município.",PE,2602407
06/01/2016,Dia de Reis,MUNICIPAL,"Feriado municipal em homenagem aos Reis Magos, integrando as festividades tradicionais do calendário religioso e cultural de Carpina.",PE,2604007
06/01/2016,Dia de Reis,MUNICIPAL,"Feriado municipal em celebração aos Santos Reis, integrando o calendário oficial de eventos religiosos de Cupira e celebrando a tradição da Epifania.",PE,2605004
06/01/2016,Dia de Reis,MUNICIPAL,"Feriado municipal amparado pela Lei nº 245/1963, dedicado às comemorações religiosas dos Santos Reis Magos e às manifestações culturais da Epifania.",PE,2609006
06/01/2016,Dia de Reis,MUNICIPAL,"Feriado municipal conforme a Lei nº 477/1985, celebrando a tradição religiosa da Epifania do Senhor e a devoção aos Reis Magos na cidade de Pedra.",PE,2610806
06/01/2016,Dia de Reis,MUNICIPAL,Instituído como feriado municipal em São Bento do Una para a celebração religiosa da Epifania e das tradições vinculadas aos Santos Reis.,PE,2613008
06/01/2016,Dia de Reis,MUNICIPAL,"Feriado religioso municipal em honra aos Santos Reis, preservando a identidade cultural, a fé da população e as tradições ligadas ao ciclo natalino em São Joaquim do Monte.",PE,2613305
06/01/2016,Dia de Reis,MUNICIPAL,"Feriado municipal instituído pela Lei nº 280/1973, em homenagem aos Santos Reis, data de grande relevância espiritual e cultural para a comunidade egipciana.",PE,2613602
06/01/2016,Dia de Reis,MUNICIPAL,"Feriado municipal instituído pela Lei Municipal nº 505/2005, em celebração à data religiosa de Santos Reis e à Epifania do Senhor no município de Saldanha Marinho.",RS,4316436
06/01/2016,Dia de Santos Reis,MUNICIPAL,"Feriado municipal dedicado à celebração da Epifania do Senhor e à figura dos Reis Magos, consolidado na tradição regional de Poço das Trincheiras.",AL,2707206
06/01/2016,Dia de Santos Reis,MUNICIPAL,"Feriado religioso em homenagem aos Santos Reis, co-padroeiros ou figuras de devoção central na cultura religiosa do município de São José da Laje.",AL,2708303
06/01/2016,Dia de Santos Reis,MUNICIPAL,"Celebração do Dia de Reis, feriado municipal que reconhece a tradição da Folia de Reis e a importância religiosa da data para o município de Rio Real.",BA,2927002
06/01/2016,Dia de Santos Reis,MUNICIPAL,"Feriado municipal destinado às celebrações da Epifania do Senhor e à tradição dos Reis Magos, marco de profunda relevância cultural e religiosa para a população de Paraibano.",MA,2107704
06/01/2016,Dia de Santos Reis,MUNICIPAL,"Feriado municipal em Arceburgo dedicado à celebração religiosa dos Santos Reis, mantendo viva a tradição cultural mineira da Folia de Reis.",MG,3104106
06/01/2016,Dia de Santos Reis,MUNICIPAL,"Feriado religioso municipal em Campo Florido, celebrando a tradição dos Reis Magos e as manifestações culturais de Folia de Reis locais.",MG,3111408
06/01/2016,Dia de Santos Reis,MUNICIPAL,"Feriado religioso municipal em Itamogi, reconhecendo a importância da data de Santos Reis para a fé e cultura da população local.",MG,3132909
06/01/2016,Dia de Santos Reis,MUNICIPAL,"Feriado municipal religioso em Monte Santo de Minas, consagrado à visitação dos Reis Magos ao Menino Jesus, feriado tradicional na região.",MG,3143203
06/01/2016,Dia de Santos Reis,MUNICIPAL,"Feriado municipal em São Bento Abade dedicado aos Santos Reis Magos, em harmonia com as tradições católicas do município.",MG,3160801
06/01/2016,Dia de Santos Reis,MUNICIPAL,"Feriado municipal dedicado à celebração religiosa da Epifania, conforme consolidado na tradição do município de São Pedro da União.",MG,3163904
06/01/2016,Dia de Santos Reis,MUNICIPAL,"Feriado municipal instituído pela Lei Municipal nº 046/1987, que consagra o dia 06 de janeiro à celebração dos Santos Reis em Bodoquena.",MS,5002159
06/01/2016,Dia de Santos Reis,MUNICIPAL,"Feriado municipal instituído pela Lei Municipal nº 032/1989, celebrando a data religiosa de Santos Reis, que fundamenta tradicionais festividades e manifestações de fé no município.",PB,2507101
06/01/2016,Dia de Santos Reis,MUNICIPAL,"Feriado municipal religioso em homenagem aos Santos Reis, integrando as festividades tradicionais da região que celebram a Epifania do Senhor.",PB,2516409
06/01/2016,Dia de Santos Reis,MUNICIPAL,"Celebração religiosa oficializada como feriado municipal em honra aos Reis Magos, conforme tradição secular do calendário litúrgico católico integrada à legislação local.",PB,2517001
06/01/2016,Dia de Santos Reis,MUNICIPAL,"Feriado municipal em honra aos Santos Reis, figuras de devoção central em Canguaretama, marcando o encerramento das festividades da Epifania com celebrações litúrgicas e populares.",RN,2402204
06/01/2016,Dia de Santos Reis,MUNICIPAL,"Feriado municipal dedicado à celebração dos Reis Magos, consolidado pela tradição religiosa potiguar e integrado ao calendário oficial de Martins.",RN,2407401
06/01/2016,Dia de Santos Reis,MUNICIPAL,conforme o Decreto n.º 10.599 de 09 de janeiro de 2015,RN,2408102
06/01/2016,Dia de Santos Reis,MUNICIPAL,"Feriado religioso municipal que marca o encerramento do ciclo natalino e a homenagem aos Reis Magos, de grande importância para a fé e cultura local.",RN,2412302
06/01/2016,Dia de Santos Reis,MUNICIPAL,"Feriado municipal em honra aos Santos Reis, celebrando a tradicional Festa de Reis do município, um dos eventos culturais mais significativos de Itabaianinha.",SE,2803005
06/01/2016,Dia de Santos Reis,MUNICIPAL,"Feriado municipal tradicional em honra aos Reis Magos, associado às manifestações culturais folclóricas e religiosas de grande relevância em Japaratuba.",SE,2803302
06/01/2016,Dia de Santos Reis,MUNICIPAL,"Feriado municipal dedicado às festividades da Epifania do Senhor e à devoção aos Reis Magos, integrando o patrimônio imaterial da cidade de Nossa Senhora da Glória.",SE,2804508
06/01/2016,Dia de Santos Reis,MUNICIPAL,"Feriado religioso municipal em honra aos Santos Reis Magos, celebrando a tradição cristã da Epifania do Senhor, conforme costume consolidado na legislação municipal e tradição local.",SP,3510906
06/01/2016,Dia de Santos Reis,MUNICIPAL,"Feriado municipal celebrando a visita dos Reis Magos ao Menino Jesus, preservando as tradições da Folia de Reis e a identidade religiosa de Dolcinópolis.",SP,3514205
06/01/2016,Dia de Santos Reis,MUNICIPAL,"Feriado religioso municipal dedicado aos Reis Magos, marcando as celebrações tradicionais da Folia de Reis e a cultura local de Florínia.",SP,3516101
06/01/2016,Dia de Santos Reis,MUNICIPAL,"Feriado municipal dedicado à celebração da Epifania, consolidado pela legislação e tradições religiosas do Vale do Ribeira no município de Iguape.",SP,3520301
06/01/2016,Dia de Santos Reis,MUNICIPAL,"Feriado municipal celebrando a tradição religiosa de Reis, fundamental para a identidade cultural e manifestações de fé da comunidade de Nhandeara.",SP,3532603
06/01/2016,Dia de Santos Reis,MUNICIPAL,"Feriado municipal em celebração ao Dia de Reis, amparado pela tradição religiosa e legislado para preservar o patrimônio cultural e imaterial das festividades de Folia de Reis na cidade.",SP,3534906
06/01/2016,Dia de Santos Reis,MUNICIPAL,"Feriado municipal em Santo Antônio da Alegria dedicado à celebração litúrgica dos Santos Reis, peça central do calendário cultural e religioso do município.",SP,3547908
06/01/2016,Feriado Municipal,MUNICIPAL,,SP,3516804
06/01/2016,Feriado Municipal,MUNICIPAL,,SP,3532801
06/01/2016,Festa de Reis,MUNICIPAL,"Tradicional feriado municipal dedicado aos Santos Reis, integrando o calendário oficial de eventos religiosos do município de Aporá.",BA,2901908
06/01/2016,Fundação da Cidade e Dia de Santos Reis,MUNICIPAL,"Feriado municipal que comemora simultaneamente a fundação da cidade de Criciúma (06 de janeiro de 1880) e o dia religioso de Santos Reis, conforme Lei Municipal nº 1.933/1983.",SC,4204608
07/01/2016,Aniversário da Cidade (Emancipação de Peçanha),MUNICIPAL,"Feriado municipal que celebra o aniversário de Peçanha, conforme estabelecido no Art. 174 da Lei Orgânica do Município (com redação dada pela Emenda de 13/12/2016). A data comemora a instalação administrativa ocorrida em 7 de janeiro de 1881, marcando a autonomia do município no Vale do Rio Doce.",MG,3148608
07/01/2016,Aniversário de Santa Izabel do Pará,MUNICIPAL,"Feriado municipal em comemoração ao aniversário de fundação e emancipação política do município de Santa Izabel do Pará, ocorrida em 7 de janeiro de 1934, conforme estabelecido pelo Decreto Estadual nº 1.151.",PA,1506500
07/01/2016,Dia da Instalação do Município de Carangola,MUNICIPAL,"Feriado municipal que comemora a instalação político-administrativa de Carangola, ocorrida em 7 de janeiro de 1882. A data celebra a transição da antiga Freguesia de Santa Luzia para a condição de vila autônoma, sendo reconhecida anualmente como feriado civil pela legislação municipal e ratificada pelo calendário oficial do Tribunal de Justiça de Minas Gerais.",MG,3113305
07/01/2016,Dia de São Thomaz de Cantuária,MUNICIPAL,"Feriado municipal em celebração a São Thomaz de Cantuária, Padroeiro de Camaçari. A data é oficialmente reconhecida pela legislação municipal, incluindo a Lei nº 283/1993, que consolida os feriados locais em honra às tradições religiosas e à identidade cultural da cidade, mantendo viva a devoção iniciada no século XVIII.",BA,2905701
07/01/2016,Emancipação Política de Mantenópolis,MUNICIPAL,"Feriado municipal em comemoração à instalação oficial do município de Mantenópolis, ocorrida em 7 de janeiro de 1954. A criação da unidade administrativa foi autorizada pela Lei Estadual nº 779, de 29 de dezembro de 1953, consolidando a autonomia da 'Cidade da Paz' e marcando o fim das disputas territoriais na região do contestado.",ES,3203304
07/01/2016,Festa do Padroeiro Bom Jesus dos Pobres Aflitos,MUNICIPAL,"Feriado municipal instituído pela Lei Municipal nº 1.403, de 1986, que estabelece os dias 6 e 7 de janeiro como feriados dedicados às festividades do Padroeiro, Bom Jesus dos Pobres Aflitos. O dia 7 de janeiro marca o encerramento da tradicional festa religiosa, uma das manifestações de fé mais antigas e expressivas do agreste pernambucano.",PE,2613008
07/01/2016,Independência de Itaparica (Data Magna),MUNICIPAL,"Feriado municipal considerado a 'Data Magna' da cidade, celebrando a histórica Batalha de Itaparica de 7 de janeiro de 1823. A celebração homenageia heróis populares como Maria Felipa e a resistência dos itaparicanos que derrotaram as tropas portuguesas, sendo um pilar fundamental para a consolidação da Independência da Bahia e do Brasil.",BA,2916104
09/01/2016,Aniversário da Emancipação de Embaúba,MUNICIPAL,"Feriado municipal instituído para celebrar a emancipação político-administrativa de Embaúba, ocorrida em 9 de janeiro de 1990 através da Lei Estadual nº 6.645. O feriado foi oficialmente estabelecido pela Lei Municipal nº 163, de 20 de setembro de 1994, comemorando a independência do município em relação a Cajobi.",SP,3514957
09/01/2016,Aniversário da Emancipação de Iaras,MUNICIPAL,"Feriado municipal que celebra a emancipação político-administrativa de Iaras, formalmente instituída pela Lei Estadual nº 6.645, de 9 de janeiro de 1990. A data foi fixada como feriado local pela Lei Municipal nº 08, de 5 de março de 1993, comemorando a autonomia conquistada pelo município em relação a Águas de Santa Bárbara.",SP,3519253
09/01/2016,Aniversário de Emancipação de Centralina,MUNICIPAL,"Feriado municipal em celebração ao aniversário de emancipação político-administrativa de Centralina. Embora o município tenha sido criado pela Lei Estadual nº 1.039 em dezembro de 1953, a data de 9 de janeiro de 1954 marca sua instalação oficial e conquista definitiva de autonomia frente a Canápolis, sendo feriado conforme a legislação local.",MG,3115805
09/01/2016,Dia da Emancipação Política de Itaporanga,MUNICIPAL,"Feriado municipal que comemora a instalação oficial do município em 9 de janeiro de 1865, após seu desmembramento de Piancó conforme a Lei Provincial nº 104 de 1863. A data é a principal celebração cívica da cidade, representando sua autonomia no Vale do Piancó, sendo ratificada pela Lei Municipal nº 925/2016.",PB,2507002
09/01/2016,Dia da Emancipação de Euclides da Cunha Paulista,MUNICIPAL,"Feriado municipal em homenagem à emancipação política de Euclides da Cunha Paulista, ocorrida em 9 de janeiro de 1990 sob a égide da Lei Estadual nº 6.645. O dia foi fixado como feriado local pela Lei Municipal nº 024, de 30 de abril de 1993.",SP,3515350
09/01/2016,Dia da Emancipação de São Miguel do Passa Quatro,MUNICIPAL,"Feriado municipal que celebra a criação do município de São Miguel do Passa Quatro, oficializada pela Lei Estadual nº 10.432, de 9 de janeiro de 1988. A data marca o desmembramento do antigo distrito do território de Silvânia, consolidando sua identidade administrativa e política no estado de Goiás.",GO,5220264
10/01/2016,Aniversário de Aliança do Tocantins,MUNICIPAL,"Feriado municipal que celebra a emancipação política de Aliança do Tocantins, ocorrida em 10 de janeiro de 1988. A data marca a autonomia do antigo distrito, que se desmembrou de Gurupi.",TO,1700350
10/01/2016,Aniversário de Matutina,MUNICIPAL,"Feriado municipal em comemoração ao aniversário de fundação e emancipação de Matutina. A data é oficialmente reconhecida pelo calendário de feriados do município (ex: Decreto Municipal nº 008/2021), celebrando a instalação da cidade.",MG,3141207
10/01/2016,Aniversário de Serra Dourada,MUNICIPAL,"Comemoração da emancipação política do município de Serra Dourada, ocorrida em 10 de janeiro de 1962, data em que a cidade obteve sua autonomia administrativa ao desmembrar-se do município de Santana.",BA,2930303
10/01/2016,Dia de São Gonçalo do Amarante,MUNICIPAL,Celebração do dia do padroeiro do município de Caém. O feriado é dedicado a homenagens religiosas e festividades populares em honra a São Gonçalo do Amarante.,BA,2905107
10/01/2016,Dia de São Gonçalo do Amarante,MUNICIPAL,"Feriado municipal em honra ao padroeiro São Gonçalo do Amarante. A festividade é pilar da identidade religiosa local, atraindo devotos e mantendo viva a tradição que nomeia a cidade.",BA,2929305
10/01/2016,Dia de São Gonçalo do Amarante,MUNICIPAL,"Feriado religioso em comemoração ao padroeiro São Gonçalo do Amarante. A devoção remonta ao antigo nome do povoado, São Gonçalo do Brejo das Almas, consolidando a importância histórica da data para a comunidade.",MG,3126703
10/01/2016,Dia de São Gonçalo do Amarante,MUNICIPAL,"Feriado municipal dedicado ao padroeiro da cidade, São Gonçalo do Amarante. A data é celebrada anualmente com ritos religiosos e festejos que mobilizam a população local.",MG,3161809
10/01/2016,Dia de São Gonçalo do Amarante,MUNICIPAL,"Feriado religioso em honra a São Gonçalo do Amarante, santo padroeiro de São Gonçalo do Sapucaí. A celebração é uma das mais tradicionais da região, fundamentada na devoção católica que deu origem ao nome do município.",MG,3162005
10/01/2016,Dia de São Gonçalo do Amarante,MUNICIPAL,"Celebração litúrgica em honra a São Gonçalo do Amarante, padroeiro de Virgolândia. O feriado está consolidado no calendário municipal como dia de guarda e tradição religiosa.",MG,3171907
10/01/2016,Dia de São Gonçalo do Amarante,MUNICIPAL,"Feriado municipal dedicado ao padroeiro São Gonçalo do Amarante. A festividade é o ápice do Ciclo de São Gonçalo em Itapissuma, incluindo a tradicional 'Levada do Santo', tradição iniciada em 1861 e reconhecida como patrimônio cultural local.",PE,2607752
10/01/2016,Dia de São Gonçalo do Amarante,MUNICIPAL,Feriado municipal em homenagem ao padroeiro São Gonçalo do Amarante. A data é celebrada com festividades religiosas que fazem parte da herança cultural de Regeneração.,PI,2208809
10/01/2016,Dia de São Gonçalo do Amarante,MUNICIPAL,"Feriado municipal em honra ao padroeiro da cidade, São Gonçalo do Amarante, conforme estabelecido pela Lei Municipal nº 434, de 20 de março de 2012.",RJ,3304904
10/01/2016,Emancipação Política de Jaguaribara,MUNICIPAL,"Feriado municipal em celebração à emancipação política de Jaguaribara, oficializada pela Lei Estadual nº 3.553, de 10 de janeiro de 1957.",CE,2306801
12/01/2016,Aniversário de Belém (Ponto Facultativo),MUNICIPAL,"Celebração solene da fundação da cidade de Belém, ocorrida em 12 de janeiro de 1616 pelo capitão-mor Francisco Caldeira Castelo Branco com a fundação do Forte do Presépio. Embora seja a data magna da capital paraense, a Lei Municipal nº 6.306, de 01 de março de 1967, não a instituiu originalmente como feriado civil, sendo tradicionalmente decretada pela Prefeitura como ponto facultativo para os órgãos da administração pública. Projetos de lei recentes (como o PL 1867/2021) buscaram oficializá-la como feriado, mas a data permanece predominantemente como um dia de celebração histórica com regime de ponto facultativo.",PA,1501402
12/01/2016,Aniversário de Iporanga,MUNICIPAL,"Comemoração do aniversário de fundação e emancipação político-administrativa do município de Iporanga, ocorrida historicamente em 12 de janeiro. A data celebra a autonomia do município e sua relevância histórica no Vale do Ribeira, sendo oficialmente reconhecida como feriado municipal em conformidade com a Lei Orgânica e decretos anuais (como o Decreto Municipal nº 1.411/2025).",SP,3521200
13/01/2016,Aniversário de Emancipação Política de Tejuçuoca,MUNICIPAL,"Feriado municipal em comemoração ao aniversário de emancipação política de Tejuçuoca. O município foi criado pela Lei Estadual nº 11.411, de 1º de julho de 1987 (com nova redação dada pela Lei nº 11.414, de 28 de dezembro de 1987), desmembrando-se do território de Itapajé. A data de 13 de janeiro é o marco oficial das festividades de aniversário e autonomia administrativa, sendo reiterada anualmente por decretos municipais, como o Decreto nº 01/2026, que oficializa o feriado. A celebração valoriza a história da 'Capital do Bode' e sua trajetória de desenvolvimento no norte cearense.",CE,2313351
14/01/2016,Aniversário de Bom Retiro,MUNICIPAL,"Feriado municipal que celebra a instalação oficial do município de Bom Retiro, ocorrida em 14 de janeiro de 1923. A data é formalmente estabelecida pela Lei Municipal nº 477, de 17 de janeiro de 1977, sendo tradicionalmente comemorada com eventos cívicos e culturais.",SC,4202602
14/01/2016,Aniversário de Miguelópolis,MUNICIPAL,"Feriado municipal dedicado às celebrações do aniversário da cidade de Miguelópolis. A data é reconhecida pelo calendário administrativo local, conforme ratificado pelo Decreto Municipal nº 7.501/2026, comemorando a trajetória histórica e o desenvolvimento do município paulista.",SP,3529708
14/01/2016,Aniversário de Paço do Lumiar,MUNICIPAL,"Feriado municipal em comemoração ao aniversário de emancipação política e administrativa do município de Paço do Lumiar. A data celebra a autonomia conquistada em 14 de janeiro de 1959, sendo um marco histórico para a identidade e o desenvolvimento da cidade no estado do Maranhão.",MA,2107506
14/01/2016,Dia da Emancipação Política de Cruz,MUNICIPAL,"Feriado municipal em comemoração à emancipação política de Cruz, ocorrida em 14 de janeiro de 1985 através da Lei Estadual nº 11.004. A data é oficialmente protegida pela Lei Municipal nº 020/1987, celebrando o marco histórico em que a localidade obteve sua autonomia administrativa ao desmembrar-se do município de Acaraú.",CE,2304251
14/01/2016,Dia do Imigrante (Aniversário de Mucajaí),MUNICIPAL,Feriado municipal que celebra o Dia do Imigrante e o aniversário de fundação do município de Mucajaí. A data presta homenagem aos pioneiros e colonos que estabeleceram o Núcleo Agrícola de Mucajaí a partir de 1951. O feriado é confirmado anualmente pelo calendário oficial do Tribunal de Justiça do Estado de Roraima (TJRR) e por decretos municipais de gestão administrativa.,RR,1400308
14/01/2016,Festa do Padroeiro Bom Jesus dos Aflitos,MUNICIPAL,"Feriado religioso municipal em honra ao Senhor Bom Jesus dos Aflitos, padroeiro da cidade de Exu. A celebração é reconhecida pela Lei Municipal nº 1.226/2014 e representa o encerramento da tradicional festa religiosa que mobiliza a comunidade local em atos de fé e tradição cultural, sendo o principal evento do calendário litúrgico do município.",PE,2605301
15/01/2016,Aniversário de Palmeiras,MUNICIPAL,"Feriado municipal comemorativo da emancipação política de Palmeiras, ocorrida em 15 de janeiro de 1891. A celebração destaca a importância histórica do município no contexto da Chapada Diamantina e sua autonomia administrativa, conforme previsto na Lei Orgânica Municipal.",BA,2923506
15/01/2016,Aniversário de Unaí,MUNICIPAL,"Comemoração do aniversário de emancipação política e administrativa do município de Unaí, ocorrida em 15 de janeiro de 1944. O feriado é ratificado pela Lei Municipal nº 2.760/2011.",MG,3170404
15/01/2016,Aniversário do Município,MUNICIPAL,"Feriado municipal que comemora a conquista da autonomia política de Lima Campos em 15 de janeiro de 1962. A data, estabelecida pela Lei nº 225/1984, celebra a história de desmembramento do território e o desenvolvimento da soberania local, sendo a principal efeméride civil do calendário municipal.",MA,2106003
15/01/2016,Dia de Santo Amaro,MUNICIPAL,"Feriado municipal de natureza religiosa em homenagem a Santo Amaro, padroeiro de Maribondo. Estabelecido em conformidade com a Lei Orgânica Municipal e os preceitos da Lei Federal nº 9.093/1995, o dia é marcado por tradicionais procissões e eventos que compõem o calendário oficial da prefeitura.",AL,2704807
15/01/2016,Dia de Santo Amaro,MUNICIPAL,"Feriado municipal instituído pela Lei Municipal nº 1.247/2015 em homenagem a Santo Amaro, padroeiro de Jaboatão dos Guararapes. A legislação municipal reconhece a data como feriado religioso oficial, respeitando o limite máximo de quatro feriados anuais facultados aos municípios pela Lei Federal nº 9.093/1995.",PE,2607901
15/01/2016,Dia de Santo Amaro,MUNICIPAL,"Feriado municipal dedicado a Santo Amaro, padroeiro de Sirinhaém. A celebração é amparada pela Lei Federal nº 9.093/1995 como feriado religioso de tradição local, representando uma das manifestações de fé mais antigas do litoral sul pernambucano, integrando o patrimônio imaterial da cidade.",PE,2614204
15/01/2016,Dia de Santo Amaro,MUNICIPAL,"Feriado municipal em honra ao padroeiro Santo Amaro. A data marca o encerramento da secular 'Festa de Janeiro', tradição cultural e religiosa de Taquaritinga do Norte, sendo reconhecida legalmente como feriado de tradição local nos termos da legislação federal vigente.",PE,2615003
15/01/2016,Dia de Santo Amaro,MUNICIPAL,"Feriado municipal em homenagem a Santo Amaro, padroeiro da Baixada Campista, conforme a Lei Municipal nº 8.441 de 15/05/2013.",RJ,3301009
15/01/2016,Dia de Santo Amaro,MUNICIPAL,"Feriado religioso municipal em celebração a Santo Amaro, padroeiro de Paraíba do Sul, instituído pela Lei Municipal nº 447 de 1967. A festividade é protegida pela legislação federal (Lei nº 9.093/95) como um dos feriados religiosos de tradição local, sendo um marco central do calendário litúrgico e cultural da cidade.",RJ,3303708
15/01/2016,Dia de Santo Amaro,MUNICIPAL,"Feriado municipal instituído pela Lei nº 1.797 de 11 de novembro de 2013, em homenagem a Santo Amaro, padroeiro da comunidade local em General Câmara.",RS,4308805
